date_of_interest,project_count
2014-10-18 00:00:00,41465
2014-10-19 00:00:00,41660
2014-10-20 00:00:00,41796
2014-10-21 00:00:00,41862
2014-10-22 00:00:00,41386
2014-10-23 00:00:00,41557
2014-10-24 00:00:00,41630
2014-10-25 00:00:00,40900
2014-10-26 00:00:00,41432
2014-10-27 00:00:00,41735
2014-10-28 00:00:00,41362
2014-10-29 00:00:00,40855
2014-10-30 00:00:00,40750
2014-10-31 00:00:00,40655
2014-11-01 00:00:00,40498
2014-11-02 00:00:00,40928
2014-11-03 00:00:00,41170
2014-11-04 00:00:00,41207
2014-11-05 00:00:00,41001
2014-11-06 00:00:00,41235
2014-11-07 00:00:00,41171
2014-11-08 00:00:00,41495
2014-11-09 00:00:00,42041
2014-11-10 00:00:00,42192
2014-11-11 00:00:00,42319
2014-11-12 00:00:00,42308
2014-11-13 00:00:00,42166
2014-11-14 00:00:00,42050
2014-11-15 00:00:00,42024
2014-11-16 00:00:00,42513
2014-11-17 00:00:00,42834
2014-11-18 00:00:00,43049
2014-11-19 00:00:00,43020
2014-11-20 00:00:00,42796
2014-11-21 00:00:00,42516
2014-11-22 00:00:00,42371
2014-11-23 00:00:00,42565
2014-11-24 00:00:00,42684
2014-11-25 00:00:00,42619
2014-11-26 00:00:00,42502
2014-11-27 00:00:00,42442
2014-11-28 00:00:00,42407
2014-11-29 00:00:00,42443
2014-11-30 00:00:00,42537
2014-12-01 00:00:00,42490
2014-12-02 00:00:00,42299
2014-12-03 00:00:00,41263
2014-12-04 00:00:00,40743
2014-12-05 00:00:00,40763
2014-12-06 00:00:00,41242
2014-12-07 00:00:00,41544
2014-12-08 00:00:00,41539
2014-12-09 00:00:00,41205
2014-12-10 00:00:00,40804
2014-12-11 00:00:00,40388
2014-12-12 00:00:00,39769
2014-12-13 00:00:00,39597
2014-12-14 00:00:00,39769
2014-12-15 00:00:00,39647
2014-12-16 00:00:00,39354
2014-12-17 00:00:00,38961
2014-12-18 00:00:00,38130
2014-12-19 00:00:00,37528
2014-12-20 00:00:00,35038
2014-12-21 00:00:00,35144
2014-12-22 00:00:00,35031
2014-12-23 00:00:00,34415
2014-12-24 00:00:00,33386
2014-12-25 00:00:00,32715
2014-12-26 00:00:00,32413
2014-12-27 00:00:00,32122
2014-12-28 00:00:00,31853
2014-12-29 00:00:00,31638
2014-12-30 00:00:00,30741
2014-12-31 00:00:00,30004
2015-01-01 00:00:00,27304
2015-01-02 00:00:00,26792
2015-01-03 00:00:00,26284
2015-01-04 00:00:00,26089
2015-01-05 00:00:00,25992
2015-01-06 00:00:00,25629
2015-01-07 00:00:00,25313
2015-01-08 00:00:00,24979
2015-01-09 00:00:00,24672
2015-01-10 00:00:00,24530
2015-01-11 00:00:00,24531
2015-01-12 00:00:00,24548
2015-01-13 00:00:00,24394
2015-01-14 00:00:00,24288
2015-01-15 00:00:00,24421
2015-01-16 00:00:00,24306
2015-01-17 00:00:00,25121
2015-01-18 00:00:00,25155
2015-01-19 00:00:00,25593
2015-01-20 00:00:00,25325
2015-01-21 00:00:00,24912
2015-01-22 00:00:00,24527
2015-01-23 00:00:00,24022
2015-01-24 00:00:00,23688
2015-01-25 00:00:00,24708
2015-01-26 00:00:00,24597
2015-01-27 00:00:00,24377
2015-01-28 00:00:00,23995
2015-01-29 00:00:00,23778
2015-01-30 00:00:00,23685
2015-01-31 00:00:00,23901
2015-02-01 00:00:00,23982
2015-02-02 00:00:00,24154
2015-02-03 00:00:00,23962
2015-02-04 00:00:00,23879
2015-02-05 00:00:00,23778
2015-02-06 00:00:00,23519
2015-02-07 00:00:00,23543
2015-02-08 00:00:00,23754
2015-02-09 00:00:00,23582
2015-02-10 00:00:00,23423
2015-02-11 00:00:00,23472
2015-02-12 00:00:00,23269
2015-02-13 00:00:00,23072
2015-02-14 00:00:00,23346
2015-02-15 00:00:00,23897
2015-02-16 00:00:00,23904
2015-02-17 00:00:00,23950
2015-02-18 00:00:00,23747
2015-02-19 00:00:00,23490
2015-02-20 00:00:00,23262
2015-02-21 00:00:00,23102
2015-02-22 00:00:00,23117
2015-02-23 00:00:00,23141
2015-02-24 00:00:00,23190
2015-02-25 00:00:00,22895
2015-02-26 00:00:00,22887
2015-02-27 00:00:00,22617
2015-02-28 00:00:00,21875
2015-03-01 00:00:00,21981
2015-03-02 00:00:00,22041
2015-03-03 00:00:00,22144
2015-03-04 00:00:00,22007
2015-03-05 00:00:00,21739
2015-03-06 00:00:00,21496
2015-03-07 00:00:00,21203
2015-03-08 00:00:00,21609
2015-03-09 00:00:00,21814
2015-03-10 00:00:00,21599
2015-03-11 00:00:00,21604
2015-03-12 00:00:00,21547
2015-03-13 00:00:00,21619
2015-03-14 00:00:00,21835
2015-03-15 00:00:00,21936
2015-03-16 00:00:00,22173
2015-03-17 00:00:00,22096
2015-03-18 00:00:00,21674
2015-03-19 00:00:00,21461
2015-03-20 00:00:00,21168
2015-03-21 00:00:00,21396
2015-03-22 00:00:00,21818
2015-03-23 00:00:00,22102
2015-03-24 00:00:00,22203
2015-03-25 00:00:00,21973
2015-03-26 00:00:00,22120
2015-03-27 00:00:00,22083
2015-03-28 00:00:00,22027
2015-03-29 00:00:00,22590
2015-03-30 00:00:00,22908
2015-03-31 00:00:00,22872
2015-04-01 00:00:00,22735
2015-04-02 00:00:00,22521
2015-04-03 00:00:00,22451
2015-04-04 00:00:00,22616
2015-04-05 00:00:00,22547
2015-04-06 00:00:00,22790
2015-04-07 00:00:00,22396
2015-04-08 00:00:00,22134
2015-04-09 00:00:00,21954
2015-04-10 00:00:00,21687
2015-04-11 00:00:00,21549
2015-04-12 00:00:00,21619
2015-04-13 00:00:00,21659
2015-04-14 00:00:00,21754
2015-04-15 00:00:00,21657
2015-04-16 00:00:00,21443
2015-04-17 00:00:00,21398
2015-04-18 00:00:00,21228
2015-04-19 00:00:00,21521
2015-04-20 00:00:00,21743
2015-04-21 00:00:00,21588
2015-04-22 00:00:00,21262
2015-04-23 00:00:00,21112
2015-04-24 00:00:00,20797
2015-04-25 00:00:00,20847
2015-04-26 00:00:00,21143
2015-04-27 00:00:00,21294
2015-04-28 00:00:00,21116
2015-04-29 00:00:00,21084
2015-04-30 00:00:00,20733
2015-05-01 00:00:00,20572
2015-05-02 00:00:00,20635
2015-05-03 00:00:00,20878
2015-05-04 00:00:00,21022
2015-05-05 00:00:00,20898
2015-05-06 00:00:00,20267
2015-05-07 00:00:00,19901
2015-05-08 00:00:00,18625
2015-05-09 00:00:00,18718
2015-05-10 00:00:00,18854
2015-05-11 00:00:00,19045
2015-05-12 00:00:00,18915
2015-05-13 00:00:00,18951
2015-05-14 00:00:00,18981
2015-05-15 00:00:00,18947
2015-05-16 00:00:00,18926
2015-05-17 00:00:00,18975
2015-05-18 00:00:00,19160
2015-05-19 00:00:00,19033
2015-05-20 00:00:00,18821
2015-05-21 00:00:00,18450
